CVE_ID,Descripcion,CVSS_Score,Vector_Ataque,Severidad,CWE,Software,Fecha_Publicacion,Fecha_Ultima_Modificacion,Dias_Desde_Publicacion
CVE-2004-0712,"The configuration tools (1) config.sh in Unix or (2) config.cmd in Windows for BEA WebLogic Server 8.1 through SP2 create a log file that contains the administrative username and password in cleartext, which could allow local users to gain privileges.",4.6,LOCAL,Media,Sin clasificar,Bea Weblogic server,2004-07-27,2026-06-16,7995
CVE-2004-0713,"The remove method in a stateful Enterprise JavaBean (EJB) in BEA WebLogic Server and WebLogic Express version 8.1 through SP2, 7.0 through SP4, and 6.1 through SP6, does not properly check EJB permissions before unexporting a bean, which allows remote authenticated users to remove EJB objects from r",6.4,NETWORK,Media,Sin clasificar,Bea Weblogic server,2004-07-27,2026-06-16,7995
CVE-2004-0714,"Cisco Internetwork Operating System (IOS) 12.0S through 12.3T attempts to process SNMP solicited operations on improper ports (UDP 162 and a randomly chosen UDP port), which allows remote attackers to cause a denial of service (device reload and memory corruption).",5,NETWORK,Media,Sin clasificar,Cisco Ios,2004-07-27,2026-06-16,7995
CVE-2004-0715,"The WebLogic Authentication provider for BEA WebLogic Server and WebLogic Express 8.1 through SP2 and 7.0 through SP4 does not properly clear member relationships when a group is deleted, which can cause a new group with the same name to have the members of the old group, which allows group members ",5.1,NETWORK,Media,Sin clasificar,Bea Weblogic server,2004-07-27,2026-06-16,7995
CVE-2004-0717,"Opera 7.51 for Windows and 7.50 for Linux does not properly prevent a frame in one domain from injecting content into a frame that belongs to another domain, which facilitates web site spoofing and other attacks, aka the frame injection vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Opera Opera browser,2004-07-27,2026-06-16,7995
CVE-2004-0718,"The (1) Mozilla 1.6, (2) Firebird 0.7, (3) Firefox 0.8, and (4) Netscape 7.1 web browsers do not properly prevent a frame in one domain from injecting content into a frame that belongs to another domain, which facilitates web site spoofing and other attacks, aka the frame injection vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Firebirdsql Firebird,2004-07-27,2026-06-16,7995
CVE-2004-0719,"Internet Explorer for Mac 5.2.3, Internet Explorer 6 on Windows XP, and possibly other versions, does not properly prevent a frame in one domain from injecting content into a frame that belongs to another domain, which facilitates web site spoofing and other attacks, aka the frame injection vulnerab",7.5,NETWORK,Alta,Sin clasificar,Microsoft Ie,2004-07-27,2026-06-16,7995
CVE-2004-0720,"Safari 1.2.2 does not properly prevent a frame in one domain from injecting content into a frame that belongs to another domain, which facilitates web site spoofing and other attacks, aka the frame injection vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Apple Safari,2004-07-27,2026-06-16,7995
CVE-2004-0721,"Konqueror 3.1.3, 3.2.2, and possibly other versions does not properly prevent a frame in one domain from injecting content into a frame that belongs to another domain, which facilitates web site spoofing and other attacks, aka the frame injection vulnerability.",7.5,NETWORK,Alta,Sin clasificar,Kde Konqueror,2004-07-27,2026-06-16,7995
CVE-2004-0723,"Microsoft Java virtual machine (VM) 5.0.0.3810 allows remote attackers to bypass sandbox restrictions to read or write certain data between applets from different domains via the ""GET/Key"" and ""PUT/Key/Value"" commands, aka ""cross-site Java.""",6.4,NETWORK,Media,Sin clasificar,Microsoft Java virtual machine,2004-07-27,2026-06-16,7995
CVE-2004-0724,The Half-Life engine before July 7 2004 allows remote attackers to cause a denial of service (server or client crash) via an empty fragmented packet.,5,NETWORK,Media,Sin clasificar,Valve software Half-life,2004-07-27,2026-06-16,7995
CVE-2004-0725,Cross-site scripting (XSS) vulnerability in help.php in Moodle 1.3.2 and 1.4 dev allows remote attackers to inject arbitrary web script or HTML via the file parameter.,6.8,NETWORK,Media,Sin clasificar,Moodle Moodle,2004-07-27,2026-06-16,7995
CVE-2004-0726,"The Windows Media Player control in Microsoft Windows 2000 allows remote attackers to execute arbitrary script in the local computer zone via an ASX filename that contains javascript, which is executed in the local context in a preview panel.",7.5,NETWORK,Alta,Sin clasificar,Microsoft Windows 2000,2004-07-27,2026-06-16,7995
CVE-2004-0727,"Microsoft Internet Explorer 6.0.2800.1106 on Microsoft Windows XP SP2, and other versions including 5.01 and 5.5, allows remote web servers to bypass zone restrictions and execute arbitrary code in the local computer zone by redirecting a function to another function with the same name, as demonstra",7.5,NETWORK,Alta,Sin clasificar,Microsoft Internet explorer,2004-07-27,2026-06-16,7995
CVE-2004-0728,The Remote Control Client service in Microsoft's Systems Management Server (SMS) 2.50.2726.0 allows remote attackers to cause a denial of service (crash) via a data packet to TCP port 2702 that causes the server to read or write to an invalid memory address.,5,NETWORK,Media,Sin clasificar,Microsoft Systems management server,2004-07-27,2026-06-16,7995
CVE-2004-0729,"PhpBB 2.0.8 allows remote attackers to gain sensitive information via an invalid (1) category_rows parameter to index.php, (2) faq parameter to faq.php, or (3) ranksrow parameter to profile.php, which reveal the full path in an error message.",5,NETWORK,Media,Sin clasificar,Phpbb group Phpbb,2004-07-27,2026-06-16,7995
CVE-2004-0730,"Multiple cross-site scripting (XSS) vulnerabilities in PhpBB 2.0.8 allow remote attackers to inject arbitrary web script or HTML via (1) the cat_title parameter in index.php, (2) the faq[0][0] parameter in lang_faq.php as accessible from faq.php, or (3) the faq[0][0] parameter in lang_bbcode.php as ",6.8,NETWORK,Media,Sin clasificar,Phpbb group Phpbb,2004-07-27,2026-06-16,7995
CVE-2004-0731,Cross-site scripting (XSS) vulnerability in index.php in the Search module for Php-Nuke allows remote attackers to inject arbitrary script as other users via the input field.,6.8,NETWORK,Media,Sin clasificar,Francisco burzi Php-nuke,2004-07-27,2026-06-16,7995
CVE-2004-0732,SQL injection vulnerability in index.php in the Search module for Php-Nuke allows remote attackers to execute arbitrary SQL statements via the instory parameter.,7.5,NETWORK,Alta,Sin clasificar,Francisco burzi Php-nuke,2004-07-27,2026-06-16,7995
CVE-2004-0733,Format string vulnerability in OllyDbg 1.10 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via format string specifiers that are directly provided to the OutputDebugString function call.,7.5,NETWORK,Alta,Sin clasificar,Ollydbg Ollydbg,2004-07-27,2026-06-16,7995
CVE-2004-0734,Web_Store.cgi allows remote attackers to execute arbitrary commands via shell metacharacters in the page parameter.,7.5,NETWORK,Alta,Sin clasificar,Extropia Extropia webstore,2004-07-27,2026-06-16,7995
CVE-2004-0735,"Buffer overflow in Medal of Honor (1) Allied Assault 1.11v9 and earlier, (2) Breakthrough 2.40b and earlier, and (3) Spearhead 2.15 and earlier, when playing on a Local Area Network (LAN), allows remote attackers to execute arbitrary code via vectors such as (1) the getinfo query, (2) the connect pa",7.5,NETWORK,Alta,Sin clasificar,Electronic arts Medal of honor allied assault,2004-07-27,2026-06-16,7995
CVE-2004-0736,"The search module in Php-Nuke allows remote attackers to gain sensitive information via the (1) ""**"" or (2) ""+"" search patterns, which reveals the path in an error message.",5,NETWORK,Media,Sin clasificar,Francisco burzi Php-nuke,2004-07-27,2026-06-16,7995
CVE-2004-0737,"Multiple cross-site scripting vulnerabilities in index.php in the Search module for Php-Nuke allows remote attackers to inject arbitrary web script or HTML via the (1) sid, (2) max, (3) sel1, (4) sel2, (5) sel3, (6) sel4, (7) sel5, (8) match, (9) mod1, (10) mod2, or (11) mod3 parameters.",7.5,NETWORK,Alta,Sin clasificar,Francisco burzi Php-nuke,2004-07-27,2026-06-16,7995
CVE-2004-0738,Multiple SQL injection vulnerabilities in the Search module in Php-Nuke allow remote attackers to execute arbitrary SQL via the (1) min or (2) categ parameters.,7.5,NETWORK,Alta,Sin clasificar,Francisco burzi Php-nuke,2004-07-27,2026-06-16,7995
CVE-2004-0739,Buffer overflow in Whisper FTP Surfer 1.0.7 allows remote FTP servers to cause a denial of service (client crash) and possibly execute arbitrary code via a long filename.,7.5,NETWORK,Alta,Sin clasificar,Snapfiles Whisper ftp surfer,2004-07-27,2026-06-16,7995
CVE-2004-0740,"The HTTP server in Lexmark T522 and possibly other models allows remote attackers to cause a denial of service (server crash, reload, or hang) via an HTTP header with a long Host field, possibly triggering a buffer overflow.",5,NETWORK,Media,Sin clasificar,Lexmark T522 network printer,2004-07-27,2026-06-16,7995
CVE-2004-0741,"LionMax Software WWW File Share Pro 2.60 allows remote attackers to cause a denial of service (crash or hang) via a long URL, possibly triggering a buffer overflow.",5,NETWORK,Media,Sin clasificar,Lionmax software Www file share pro,2004-07-27,2026-06-16,7995
CVE-2004-0742,Sun Java System Portal Server 6.2 (formerly Sun ONE) allows remote authenticated users to obtain Calendar Server privileges and modify Calendar data by changing the display options to a non-default view.,10,NETWORK,Crítica,Sin clasificar,Sun Java system calendar server,2004-07-27,2026-06-16,7995
CVE-2004-2061,"RiSearch 1.0.01 and RiSearch Pro 3.2.06 allows remote attackers to use the show.pl script as an open proxy, or read arbitrary local files, by setting the url parameter to a (1) http://, (2) ftp://, or (3) file:// URL.",9.8,NETWORK,Crítica,CWE-918,Risearch Risearch,2004-07-27,2026-06-16,7995
CVE-2004-2064,Cross-site scripting (XSS) vulnerability in lostBook 1.1 and earlier allows remote attackers to inject arbitrary web script via the (1) Email or (2) Website fields.,4.3,NETWORK,Media,Sin clasificar,Verylost Lostbook,2004-07-29,2026-06-16,7993
CVE-2004-2066,SQL injection vulnerability in session.php in LinPHA 0.9.4 allows remote attackers to execute arbitrary SQL code and bypass authentication via the (1) linpha_userid or (2) linpha_password cookies.,7.5,NETWORK,Alta,Sin clasificar,Linpha Linpha,2004-07-29,2026-06-16,7993
CVE-2004-2067,"SQL injection vulnerability in controlpanel.php in Jaws Framework and Content Management System 0.4 allows remote attackers to execute arbitrary SQL and bypass authentication via the (1) user, (2) password, or (3) crypted_password parameters.",7.5,NETWORK,Alta,Sin clasificar,Jaws Jaws,2004-07-29,2026-06-16,7993
CVE-2004-1703,"Fusion News 3.6.1 allows remote attackers to add user accounts, if the administrator is logged in, via a comment that contains an img bbcode tag that calls index.php with the signup action, which is executed when the administrator's browser loads the page with the img tag.",8.8,NETWORK,Alta,CWE-352,Fusionphp Fusion news,2004-07-30,2026-06-16,7992
CVE-2004-1704,WpQuiz 2.60b1 through 2.60b8 allows remote attackers to gain privileges via a direct request to adminrestore.php in the extras directory.,7.5,NETWORK,Alta,Sin clasificar,Wire plastic design Wpquiz,2004-07-30,2026-06-16,7992
CVE-2004-1705,Buffer overflow in Citadel/UX 6.23 and earlier allows remote attackers to cause a denial of service via a long username.,5,NETWORK,Media,Sin clasificar,Citadel Ux,2004-07-30,2026-06-16,7992
CVE-2004-1707,"The (1) dbsnmp and (2) nmo programs in Oracle 8i, Oracle 9i, and Oracle IAS 9.0.2.0.1, on Unix systems, use a default path to find and execute library files while operating at raised privileges, which allows certain Oracle user accounts to gain root privileges via a modified libclntsh.so.9.0.",7.2,LOCAL,Alta,Sin clasificar,Oracle Application server,2004-07-30,2026-06-16,7992
CVE-2004-1706,The U.S. Robotics USR808054 wireless access point allows remote attackers to cause a denial of service (device crash) and possibly execute arbitrary code via an HTTP GET request with a long version string.,7.5,NETWORK,Alta,Sin clasificar,U.s.robotics Usr808054,2004-08-02,2026-06-16,7989
CVE-2004-1708,Webbsyte Chat 0.9.0 allows remote attackers to cause a denial of service (crash) via a large number of connections.,5,NETWORK,Media,Sin clasificar,Shawn webb Webbsyte chat,2004-08-02,2026-06-16,7989
CVE-2004-1362,"The PL/SQL module for the Oracle HTTP Server in Oracle Application Server 10g, when using the WE8ISO8859P1 character set, does not perform character conversions properly, which allows remote attackers to bypass access restrictions for certain procedures via an encoded URL with ""%FF"" encoded sequence",7.5,NETWORK,Alta,Sin clasificar,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1363,"Buffer overflow in extproc in Oracle 10g allows remote attackers to execute arbitrary code via environment variables in the library name, which are expanded after the length check is performed.",9.8,NETWORK,Crítica,CWE-131,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1364,Directory traversal vulnerability in extproc in Oracle 9i and 10g allows remote attackers to access arbitrary libraries outside of the $ORACLE_HOME\bin directory.,8.5,NETWORK,Alta,CWE-22,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1365,"Extproc in Oracle 9i and 10g does not require authentication to load a library or execute a function, which allows local users to execute arbitrary commands as the Oracle user.",4.6,LOCAL,Media,Sin clasificar,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1366,"Oracle 10g Database Server stores the password for the SYSMAN account in cleartext in the world-readable emoms.properties file, which could allow local users to gain DBA privileges.",4.6,LOCAL,Media,CWE-255,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1367,"Oracle 10g Database Server, when installed with a password that contains an exclamation point (""!"") for the (1) DBSNMP or (2) SYSMAN user, generates an error that logs the password in the world-readable postDBCreation.log file, which could allow local users to obtain that password and use it against",4.4,LOCAL,Media,CWE-200,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1368,ISQL*Plus in Oracle 10g Application Server allows remote attackers to execute arbitrary files via an absolute pathname in the file parameter to the load.uix script.,7.8,NETWORK,Alta,Sin clasificar,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1369,The TNS Listener in Oracle 10g allows remote attackers to cause a denial of service (listener crash) via a malformed service_register_NSGR request containing a value that is used as an invalid offset for a pointer that references incorrect memory.,5,NETWORK,Media,Sin clasificar,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1370,"Multiple SQL injection vulnerabilities in PL/SQL procedures that run with definer rights in Oracle 9i and 10g allow remote attackers to execute arbitrary SQL commands and gain privileges via (1) DBMS_EXPORT_EXTENSION, (2) WK_ACL.GET_ACL, (3) WK_ACL.STORE_ACL, (4) WK_ADM.COMPLETE_ACL_SNAPSHOT, (5) WK",7.5,NETWORK,Alta,Sin clasificar,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1371,Stack-based buffer overflow in Oracle 9i and 10g allows remote attackers to execute arbitrary code via a long token in the text of a wrapped procedure.,9,NETWORK,Crítica,CWE-119,Oracle Application server,2004-08-04,2026-06-16,7987
CVE-2004-1679,"Directory traversal vulnerability in TwinFTP 1.0.3 R2 allows remote attackers to create arbitrary files via a .../ (triple dot) in the (1) CWD, (2) STOR, or (3) RETR commands.",5,NETWORK,Media,Sin clasificar,Jigunet Twinftp enterprise,2004-08-04,2026-06-16,7987
CVE-2004-1709,"Datakey Rainbow iKey2032 USB token, when using the CIP client package, does not encrypt communications between the token and the driver, which could allow local users to obtain the PINs of other users.",2.1,LOCAL,Baja,Sin clasificar,Datakey Rainbow ikey2032 usb token,2004-08-04,2026-06-16,7987
CVE-2004-0641,"Thomson SpeedTouch 510 ADSL Router with firmware GV8BAA3.270, and possibly earlier versions, generates predictable TCP Initial Sequence Numbers (ISNs), which allows remote attackers to spoof or hijack TCP connections.",7.5,NETWORK,Alta,Sin clasificar,Thomson Speedtouch,2004-08-05,2026-06-16,7986
CVE-2004-0125,"The jail system call in FreeBSD 4.x before 4.10-RELEASE does not verify that an attempt to manipulate routing tables originated from a non-jailed process, which could allow local users to modify the routing table.",7.2,LOCAL,Alta,Sin clasificar,Freebsd Freebsd,2004-08-06,2026-06-16,7985
CVE-2004-0135,The syssgi SGI_IOPROBE system call in IRIX 6.5.20 through 6.5.24 allows local users to gain privileges by reading and writing to kernel memory.,7.2,LOCAL,Alta,Sin clasificar,Sgi Irix,2004-08-06,2026-06-16,7985
CVE-2004-0136,"The mapelf32exec function call in IRIX 6.5.20 through 6.5.24 allows local users to cause a denial of service (system crash) via a ""corrupted binary.""",2.1,LOCAL,Baja,Sin clasificar,Sgi Irix,2004-08-06,2026-06-16,7985
CVE-2004-0137,"Unknown vulnerability in init for IRIX 6.5.20 through 6.5.24 allows local users to cause a denial of service (system panic) as a result of ""page invalidation issues.""",2.1,LOCAL,Baja,Sin clasificar,Sgi Irix,2004-08-06,2026-06-16,7985
CVE-2004-0201,"Heap-based buffer overflow in the HtmlHelp program (hh.exe) in HTML Help for Microsoft Windows 98, Me, NT 4.0, 2000, XP, and Server 2003 allows remote attackers to execute arbitrary commands via a .CHM file with a large length field, a different vulnerability than CVE-2003-1041.",10,NETWORK,Crítica,Sin clasificar,Avaya Ip600 media servers,2004-08-06,2026-06-16,7985
CVE-2004-0202,"IDirectPlay4 Application Programming Interface (API) of Microsoft DirectPlay 7.0a thru 9.0b, as used in Windows Server 2003 and earlier allows remote attackers to cause a denial of service (application crash) via a malformed packet.",5,NETWORK,Media,Sin clasificar,Microsoft Directx,2004-08-06,2026-06-16,7985
CVE-2004-0204,"Directory traversal vulnerability in the web viewers for Business Objects Crystal Reports 9 and 10, and Crystal Enterprise 9 or 10, as used in Visual Studio .NET 2003 and Outlook 2003 with Business Contact Manager, Microsoft Business Solutions CRM 1.2, and other products, allows remote attackers to ",7.5,NETWORK,Alta,Sin clasificar,Bea Weblogic server,2004-08-06,2026-06-16,7985
CVE-2004-0205,Buffer overflow in Microsoft Internet Information Server (IIS) 4.0 allows local users to execute arbitrary code via the redirect function.,7.2,LOCAL,Alta,Sin clasificar,Avaya Ip600 media servers,2004-08-06,2026-06-16,7985
CVE-2004-0210,"The POSIX component of Microsoft Windows NT and Windows 2000 allows local users to execute arbitrary code via certain parameters, possibly by modifying message length values and causing a buffer overflow.",7.8,LOCAL,Alta,CWE-120,Microsoft Interix,2004-08-06,2026-06-16,7985
CVE-2004-0212,"Stack-based buffer overflow in the Task Scheduler for Windows 2000 and XP, and Internet Explorer 6 on Windows NT 4.0, allows local or remote attackers to execute arbitrary code via a .job file containing long parameters, as demonstrated using Internet Explorer and accessing a .job file on an anonymo",10,NETWORK,Crítica,Sin clasificar,Avaya Ip600 media servers,2004-08-06,2026-06-16,7985
CVE-2004-0213,"Utility Manager in Windows 2000 launches winhlp32.exe while Utility Manager is running with raised privileges, which allows local users to gain system privileges via a ""Shatter"" style attack that sends a Windows message to cause Utility Manager to launch winhlp32 by directly accessing the context se",7.8,LOCAL,Alta,CWE-306,Microsoft Windows 2000,2004-08-06,2026-06-16,7985
CVE-2004-0215,Microsoft Outlook Express 5.5 and 6 allows attackers to cause a denial of service (application crash) via a malformed e-mail header.,5,NETWORK,Media,Sin clasificar,Avaya Ip600 media servers,2004-08-06,2026-06-16,7985
CVE-2004-0413,"libsvn_ra_svn in Subversion 1.0.4 trusts the length field of (1) svn://, (2) svn+ssh://, and (3) other svn protocol URL strings, which allows remote attackers to cause a denial of service (memory consumption) and possibly execute arbitrary code via an integer overflow that leads to a heap-based buff",10,NETWORK,Crítica,Sin clasificar,Openpkg Openpkg,2004-08-06,2026-06-16,7985
CVE-2004-0414,"CVS 1.12.x through 1.12.8, and 1.11.x through 1.11.16, does not properly handle malformed ""Entry"" lines, which prevents a NULL terminator from being used and may lead to a denial of service (crash), modification of critical program data, or arbitrary code execution.",10,NETWORK,Crítica,Sin clasificar,Cvs Cvs,2004-08-06,2026-06-16,7985
CVE-2004-0416,"Double free vulnerability for the error_prog_name string in CVS 1.12.x through 1.12.8, and 1.11.x through 1.11.16, may allow remote attackers to execute arbitrary code.",10,NETWORK,Crítica,CWE-119,Cvs Cvs,2004-08-06,2026-06-16,7985
CVE-2004-0417,"Integer overflow in the ""Max-dotdot"" CVS protocol command (serve_max_dotdot) for CVS 1.12.x through 1.12.8, and 1.11.x through 1.11.16, may allow remote attackers to cause a server crash, which could cause temporary data to remain undeleted and consume disk space.",5,NETWORK,Media,Sin clasificar,Cvs Cvs,2004-08-06,2026-06-16,7985
CVE-2004-0418,"serve_notify in CVS 1.12.x through 1.12.8, and 1.11.x through 1.11.16, does not properly handle empty data lines, which may allow remote attackers to perform an ""out-of-bounds"" write for a single byte to execute arbitrary code or modify critical program data.",10,NETWORK,Crítica,Sin clasificar,Cvs Cvs,2004-08-06,2026-06-16,7985
CVE-2004-0447,"Unknown vulnerability in Linux before 2.4.26 for IA64 allows local users to cause a denial of service, with unknown impact.  NOTE: due to a typo, this issue was accidentally assigned CVE-2004-0477.  This is the proper candidate to use for the Linux local DoS.",7.2,LOCAL,Alta,Sin clasificar,Linux Linux kernel,2004-08-06,2026-06-16,7985
CVE-2004-0450,Format string vulnerability in the printlog function in log2mail before 0.2.5.2 allows local users or remote attackers to execute arbitrary code via format string specifiers in a logfile monitored by log2mail.,10,NETWORK,Crítica,Sin clasificar,Log2mail Log2mail,2004-08-06,2026-06-16,7985
CVE-2004-0453,"Format string vulnerability in the monitor ""memory dump"" command in VICE 1.6 to 1.14 allows local users to cause a denial of service (emulator crash) and possibly execute arbitrary code via format string specifiers in an output string.",7.2,LOCAL,Alta,Sin clasificar,Vice Vice,2004-08-06,2026-06-16,7985
CVE-2004-0460,"Buffer overflow in the logging capability for the DHCP daemon (DHCPD) for ISC DHCP 3.0.1rc12 and 3.0.1rc13 allows remote attackers to cause a denial of service (server crash) and possibly execute arbitrary code via multiple hostname options in (1) DISCOVER, (2) OFFER, (3) REQUEST, (4) ACK, or (5) NA",10,NETWORK,Crítica,Sin clasificar,Infoblox Dns one appliance,2004-08-06,2026-06-16,7985
CVE-2004-0461,"The DHCP daemon (DHCPD) for ISC DHCP 3.0.1rc12 and 3.0.1rc13, when compiled in environments that do not provide the vsnprintf function, uses C include files that define vsnprintf to use the less safe vsprintf function, which can lead to buffer overflow vulnerabilities that enable a denial of service",10,NETWORK,Crítica,Sin clasificar,Infoblox Dns one appliance,2004-08-06,2026-06-16,7985
CVE-2004-0492,"Heap-based buffer overflow in proxy_util.c for mod_proxy in Apache 1.3.25 to 1.3.31 allows remote attackers to cause a denial of service (process crash) and possibly execute arbitrary code via a negative Content-Length HTTP header field, which causes a large amount of data to be copied.",10,NETWORK,Crítica,Sin clasificar,Apache Http server,2004-08-06,2026-06-16,7985
CVE-2004-0493,"The ap_get_mime_headers_core function in Apache httpd 2.0.49 allows remote attackers to cause a denial of service (memory exhaustion), and possibly an integer signedness error leading to a heap-based buffer overflow on 64 bit systems, via long header lines with large numbers of space or tab characte",6.4,NETWORK,Media,Sin clasificar,Avaya Converged communications server,2004-08-06,2026-06-16,7985
CVE-2004-0495,"Multiple unknown vulnerabilities in Linux kernel 2.4 and 2.6 allow local users to gain privileges or access kernel memory, as found by the Sparse source code checking tool.",7.2,LOCAL,Alta,Sin clasificar,Avaya Converged communications server,2004-08-06,2026-06-16,7985
CVE-2004-0522,Gallery 1.4.3 and earlier allows remote attackers to bypass authentication and obtain Gallery administrator privileges.,10,NETWORK,Crítica,Sin clasificar,Gallery project Gallery,2004-08-06,2026-06-16,7985
CVE-2004-0524,"Buffer overflow in the chpasswd command in the Change_passwd plugin before 4.0, as used in SquirrelMail, allows local users to gain root privileges via a long user name.",10,NETWORK,Crítica,Sin clasificar,Thiago melo de paula Change passwd,2004-08-06,2026-06-16,7985
CVE-2004-0525,HP Integrated Lights-Out (iLO) 1.10 and other versions before 1.55 allows remote attackers to cause a denial of service (hang) by accessing iLO using the TCP/IP reserved port zero.,5,NETWORK,Media,Sin clasificar,Hp Integrated lights-out firmware,2004-08-06,2026-06-16,7985
CVE-2004-0526,"Unknown versions of Internet Explorer and Outlook allow remote attackers to spoof a legitimate URL in the status bar via A HREF tags with modified ""alt"" values that point to the legitimate site, combined with an image map whose href points to the malicious site, which facilitates a ""phishing"" attack",5,NETWORK,Media,Sin clasificar,Microsoft Ie,2004-08-06,2026-06-16,7985
CVE-2004-0527,"KDE Konqueror 2.1.1 and 2.2.2 allows remote attackers to spoof a legitimate URL in the status bar via A HREF tags with modified ""alt"" values that point to the legitimate site, combined with an image map whose href points to the malicious site, which facilitates a ""phishing"" attack.",5,NETWORK,Media,Sin clasificar,Kde Konqueror,2004-08-06,2026-06-16,7985
CVE-2004-0528,"Netscape Navigator 7.1 allows remote attackers to spoof a legitimate URL in the status bar via A HREF tags with modified ""alt"" values that point to the legitimate site, combined with an image map whose href points to the malicious site, which facilitates a ""phishing"" attack.",5,NETWORK,Media,Sin clasificar,Netscape Navigator,2004-08-06,2026-06-16,7985
CVE-2004-0529,"The modified suexec program in cPanel, when configured for mod_php and compiled for Apache 1.3.31 and earlier without mod_phpsuexec, allows local users to execute untrusted shared scripts and gain privileges, as demonstrated using untainted scripts such as (1) proftpdvhosts or (2) addalink.cgi, a di",7.2,LOCAL,Alta,Sin clasificar,Cluecentral Suexec.patch,2004-08-06,2026-06-16,7985
CVE-2004-0530,"The PHP package in Slackware 8.1, 9.0, and 9.1, when linked against a static library, includes /tmp in the search path, which allows local users to execute arbitrary code as the PHP user by inserting shared libraries into the appropriate path.",7.2,LOCAL,Alta,Sin clasificar,Slackware Slackware linux,2004-08-06,2026-06-16,7985
CVE-2004-0535,"The e1000 driver for Linux kernel 2.4.26 and earlier does not properly initialize memory before using it, which allows local users to read portions of kernel memory.  NOTE: this issue was originally incorrectly reported as a ""buffer overflow"" by some sources.",2.1,LOCAL,Baja,Sin clasificar,Mandrakesoft Mandrake multi network firewall,2004-08-06,2026-06-16,7985
CVE-2004-0536,"Format string vulnerability in Tripwire commercial 4.0.1 and earlier, including 2.4, and open source 2.3.1 and earlier, allows local users to gain privileges via format string specifiers in a file name, which is used in the generation of an email report.",7.2,LOCAL,Alta,Sin clasificar,Tripwire Tripwire,2004-08-06,2026-06-16,7985
CVE-2004-0537,"Opera 7.50 and earlier allows remote web sites to provide a ""Shortcut Icon"" (favicon) that is wider than expected, which could allow the web sites to spoof a trusted domain and facilitate phishing attacks using a wide icon and extra spaces.",5,NETWORK,Media,Sin clasificar,Opera Opera browser,2004-08-06,2026-06-16,7985
CVE-2004-0538,"LaunchServices in Mac OS X 10.3.4 and 10.2.8 automatically registers and executes new applications, which could allow attackers to execute arbitrary code without warning the user.",7.5,NETWORK,Alta,Sin clasificar,Apple Mac os x,2004-08-06,2026-06-16,7985
CVE-2004-0539,"The ""Show in Finder"" button in the Safari web browser in Mac OS X 10.3.4 and 10.2.8 may execute downloaded applications, which could allow remote attackers to execute arbitrary code.",10,NETWORK,Crítica,Sin clasificar,Apple Mac os x,2004-08-06,2026-06-16,7985
CVE-2004-0540,"Microsoft Windows 2000, when running in a domain whose Fully Qualified Domain Name (FQDN) is exactly 8 characters long, does not prevent users with expired passwords from logging on to the domain.",10,NETWORK,Crítica,Sin clasificar,Microsoft Windows 2000,2004-08-06,2026-06-16,7985
CVE-2004-0541,"Buffer overflow in the ntlm_check_auth (NTLM authentication) function for Squid Web Proxy Cache 2.5.x and 3.x, when compiled with NTLM handlers enabled, allows remote attackers to execute arbitrary code via a long password (""pass"" variable).",10,NETWORK,Crítica,Sin clasificar,National science foundation Squid web proxy cache,2004-08-06,2026-06-16,7985
CVE-2004-0542,"PHP before 4.3.7 on Win32 platforms does not properly filter all shell metacharacters, which allows local or remote attackers to execute arbitrary code, overwrite files, and access internal environment variables via (1) the ""%"", ""|"", or "">"" characters to the escapeshellcmd function, or (2) the ""%"" c",10,NETWORK,Crítica,Sin clasificar,Php Php,2004-08-06,2026-06-16,7985
CVE-2004-0543,Multiple SQL injection vulnerabilities in Oracle Applications 11.0 and Oracle E-Business Suite 11.5.1 through 11.5.8 allow remote attackers to execute arbitrary SQL procedures and queries.,10,NETWORK,Crítica,Sin clasificar,Oracle Applications,2004-08-06,2026-06-16,7985
CVE-2004-0544,Multiple buffer overflows in LVM for AIX 5.1 and 5.2 allow local users to gain privileges via the (1) putlvcb or (2) getlvcb commands.,7.2,LOCAL,Alta,Sin clasificar,Ibm Aix,2004-08-06,2026-06-16,7985
CVE-2004-0545,LVM for AIX 5.1 and 5.2 allows local users to overwrite arbitrary files via a symlink attack.,7.2,LOCAL,Alta,Sin clasificar,Ibm Aix,2004-08-06,2026-06-16,7985
CVE-2004-0547,Buffer overflow in the ODBC driver for PostgreSQL before 7.2.1 allows remote attackers to cause a denial of service (crash).,5,NETWORK,Media,Sin clasificar,Postgresql Postgresql,2004-08-06,2026-06-16,7985
